score,time_taken,attempts,avg_user_score,tasks_completed_today,account_age_days,previous_rewards,time_of_day,fraud
22,353,2,17,5,354,1,10,0
14,396,1,13,4,92,11,7,0
10,482,5,12,0,100,19,5,0
24,284,2,8,1,87,9,10,0
18,362,4,12,4,234,8,15,0
17,75,4,17,8,124,15,3,0
16,88,2,16,3,203,6,1,0
18,211,2,17,8,32,8,12,0
20,567,2,14,2,357,5,6,0
13,122,3,11,0,39,9,16,0
17,100,5,15,5,94,6,22,0
18,150,5,19,9,10,17,12,1
14,298,4,15,6,215,10,9,0
14,598,4,11,3,100,0,12,0
3,420,4,5,9,244,18,9,0
6,386,1,10,4,58,4,6,0
12,393,4,17,3,357,5,9,0
2,161,2,8,2,320,6,15,0
15,328,4,18,0,19,3,2,0
8,378,2,14,5,357,15,3,0
7,569,3,14,9,117,9,3,0
19,471,1,14,4,136,14,3,0
12,21,1,15,0,327,12,15,0
16,165,5,16,4,296,7,8,0
16,486,3,6,5,13,12,5,0
16,410,2,14,9,101,6,9,0
0,186,3,11,4,155,16,3,0
7,350,1,13,0,82,3,22,0
18,66,2,17,4,88,6,11,0
5,457,3,9,9,105,15,9,0
2,212,1,12,0,130,1,11,0
4,211,2,9,2,272,13,18,0
12,339,2,18,1,14,13,18,0
14,372,1,11,0,128,7,21,0
13,463,2,11,3,60,5,23,0
22,365,1,13,1,227,6,0,0
15,225,4,7,4,17,6,3,0
17,564,4,18,9,45,1,12,0
21,32,2,5,0,38,3,7,0
21,164,2,6,9,124,12,21,0
10,195,1,16,0,360,9,13,0
2,258,2,10,9,64,8,15,0
21,143,5,18,3,253,14,1,0
9,330,4,14,6,262,11,7,0
9,399,2,14,1,112,9,12,0
20,443,2,16,1,102,18,0,0
15,31,3,17,0,49,4,11,0
11,134,2,18,4,277,6,16,0
1,88,5,13,5,227,19,6,0
8,60,4,7,5,23,10,15,0
23,185,3,14,1,332,15,13,0
2,262,1,6,6,185,12,9,0
23,255,1,15,5,64,3,2,0
24,115,4,5,7,157,15,11,0
14,202,1,6,5,283,12,7,0
2,325,5,7,8,149,0,15,0
18,311,2,11,9,327,3,23,0
17,557,4,6,1,363,14,0,0
7,277,3,17,6,169,15,16,0
16,179,2,9,4,133,3,5,0
7,560,1,6,0,314,16,0,0
6,464,1,11,2,132,10,23,0
6,301,3,14,3,197,4,14,0
2,573,5,12,1,135,12,12,0
0,150,3,12,6,35,11,5,0
3,155,4,17,0,220,2,20,0
24,434,3,19,2,185,3,12,0
4,323,1,12,8,5,9,21,0
0,193,5,14,1,71,8,3,0
14,137,5,19,4,342,9,0,0
4,296,3,13,3,241,12,22,0
12,262,4,5,2,351,0,9,0
7,395,1,16,4,297,11,3,0
7,239,2,5,5,331,10,12,0
4,280,5,18,0,193,7,3,0
8,424,3,19,1,168,13,15,0
0,207,4,18,0,339,13,8,0
3,332,4,18,2,236,19,3,0
2,65,1,14,7,294,16,19,0
1,212,5,6,7,298,18,7,0
7,147,1,15,3,248,19,3,0
22,431,2,19,5,165,16,8,0
8,66,2,10,8,312,5,10,0
1,571,2,18,6,71,13,23,0
13,80,4,5,1,231,17,4,0
13,381,5,9,1,55,16,8,0
3,523,1,19,2,182,5,7,0
5,93,1,9,7,22,4,3,0
10,52,2,19,9,283,12,19,0
2,142,5,19,8,105,15,0,0
7,404,5,8,2,175,8,19,0
2,74,3,15,8,294,11,12,0
13,299,5,9,9,39,9,23,1
12,385,5,16,7,60,12,4,0
12,476,1,5,4,300,18,21,0
1,222,5,15,9,299,15,19,1
12,157,5,15,2,212,16,20,0
18,582,1,10,6,155,15,9,0
5,480,5,11,8,173,13,15,0
15,158,1,12,5,23,15,7,0
1,97,3,19,2,240,14,11,0
7,333,4,6,4,209,11,2,0
16,405,1,19,6,122,4,3,0
22,413,1,19,7,253,10,16,0
1,91,5,11,3,141,4,20,0
9,295,1,10,1,340,10,19,0
15,391,2,13,9,362,1,21,0
5,279,2,19,1,320,18,21,0
1,301,3,12,2,153,16,12,0
1,462,1,18,7,214,18,5,0
12,33,5,15,0,308,11,2,0
23,320,5,18,6,48,19,13,0
14,470,4,19,5,317,4,6,0
1,217,3,8,1,17,11,2,0
6,447,5,18,8,296,15,5,0
2,547,4,17,4,331,0,12,0
7,345,5,13,1,345,1,13,0
22,431,4,5,2,69,9,14,0
13,330,2,15,6,85,1,15,0
23,506,2,10,6,282,9,0,0
22,596,5,12,9,208,17,14,1
21,172,3,15,0,40,0,23,0
6,550,1,15,9,96,4,6,0
20,174,3,8,3,250,11,8,0
6,575,3,6,5,136,16,14,0
0,304,1,15,7,73,18,13,0
16,51,2,6,2,301,17,18,0
8,294,2,14,2,273,12,23,0
20,396,1,5,7,169,2,17,0
12,147,4,9,7,333,9,8,0
20,196,3,17,7,198,13,0,0
18,440,5,10,0,347,7,11,0
20,563,2,8,7,106,9,9,0
18,425,5,8,7,101,1,6,0
24,435,1,9,1,359,12,13,0
24,425,5,18,8,235,4,0,0
21,35,5,19,6,280,10,14,0
16,380,3,9,7,329,0,21,0
22,394,1,18,1,106,9,0,0
22,65,5,18,3,35,12,12,0
9,262,2,18,6,157,3,19,0
9,115,1,18,5,273,9,22,0
3,139,2,13,6,240,11,1,0
7,385,4,12,0,207,13,2,0
21,317,5,13,7,245,2,3,0
19,100,1,17,6,93,1,15,0
19,402,2,18,3,109,18,21,0
17,543,5,7,0,306,10,11,0
13,119,3,18,7,114,6,3,0
17,570,2,7,9,24,17,21,0
13,594,2,5,6,293,13,11,0
19,349,4,18,7,252,6,6,0
20,574,3,14,9,267,6,19,0
23,365,4,17,0,355,8,21,0
14,177,3,10,4,209,11,2,0
21,566,2,8,8,55,5,4,0
3,461,4,15,4,27,6,11,0
12,114,5,19,9,323,3,11,1
22,159,3,19,2,2,15,19,0
7,155,2,18,8,68,6,22,0
17,308,1,12,8,148,7,21,0
11,176,3,6,3,319,7,6,0
22,57,3,15,3,328,19,21,0
13,248,5,6,7,130,2,11,0
1,16,3,11,6,83,8,1,0
17,473,3,17,4,42,18,13,0
23,462,5,19,5,156,12,22,0
1,380,5,9,2,157,6,15,0
10,558,4,17,5,107,19,23,0
8,496,2,5,7,284,14,6,0
11,220,2,11,9,188,18,3,0
16,174,4,11,8,105,1,19,0
14,134,2,14,2,112,11,4,0
24,346,3,10,7,133,7,13,0
16,201,4,8,2,271,7,8,0
17,223,4,16,1,110,12,4,0
21,583,2,17,4,73,0,1,0
5,337,1,12,3,346,9,4,0
16,390,2,16,4,293,8,2,0
22,587,1,15,5,143,1,9,0
23,248,4,6,2,260,18,7,0
17,541,1,6,0,245,13,9,0
7,91,3,6,3,340,9,1,0
8,372,5,7,5,155,9,13,0
5,514,1,10,1,149,7,3,0
4,211,5,5,1,60,13,20,0
11,513,3,15,0,86,12,11,0
24,46,5,6,8,192,5,19,0
10,598,3,14,2,327,12,13,0
24,411,5,19,1,182,2,15,0
0,185,5,6,3,287,19,4,0
10,554,2,18,5,273,12,15,0
18,579,1,16,0,255,18,3,0
8,476,5,5,8,7,15,2,0
1,210,4,7,8,126,3,0,0
11,549,2,14,7,83,2,3,0
3,556,1,11,5,28,14,8,0
3,403,2,19,3,266,14,0,0
17,51,1,17,1,283,17,15,0
14,402,3,5,7,251,6,22,0
18,450,5,11,6,188,19,2,0
12,515,4,9,3,299,4,23,0
18,329,2,13,2,69,7,5,0
16,562,2,6,5,319,9,12,0
5,224,2,5,0,326,0,16,0
15,80,2,13,1,99,10,14,0
23,577,5,12,6,193,2,20,0
11,245,1,14,2,227,2,11,0
18,290,5,10,0,182,14,7,1
4,171,3,19,1,327,16,15,0
16,200,5,9,9,93,17,2,1
22,18,5,12,9,143,7,3,1
0,69,3,12,8,203,12,6,0
24,234,5,18,6,132,9,14,0
23,591,1,9,6,267,2,10,0
22,296,4,16,9,134,19,15,0
9,178,3,11,7,179,13,21,0
14,71,2,17,7,186,12,13,0
22,358,1,17,8,18,2,22,0
20,451,4,5,1,323,12,12,0
20,23,1,8,7,97,19,8,0
10,173,1,6,7,34,8,17,0
12,429,2,14,4,300,15,2,0
4,529,4,7,4,351,7,19,0
0,557,1,16,3,187,11,21,0
23,569,2,5,4,347,11,4,0
11,37,3,15,1,111,18,21,0
10,455,2,15,1,247,16,23,0
16,217,5,6,4,71,14,1,0
3,479,2,17,2,309,17,21,0
14,113,2,5,0,327,6,20,0
24,435,2,12,8,212,12,16,0
8,110,1,8,1,309,18,15,0
20,550,4,7,9,108,15,23,0
19,531,2,5,1,177,10,19,0
18,115,2,6,3,228,4,23,0
18,286,5,7,1,19,1,12,0
11,74,5,7,6,322,0,19,0
4,197,3,10,9,248,15,10,0
9,326,3,14,0,209,4,7,0
16,147,5,12,1,216,6,20,0
4,352,4,10,4,201,8,4,0
21,114,3,6,1,257,3,1,0
15,555,4,6,8,106,18,3,0
6,389,5,18,3,311,19,2,0
8,119,3,11,8,271,14,1,0
2,554,2,5,0,271,6,2,0
14,363,5,5,0,121,17,15,0
15,326,3,11,0,245,4,19,0
17,275,4,13,3,66,12,8,0
13,74,4,9,8,228,2,5,0
2,342,3,15,7,137,5,14,0
11,522,4,5,6,194,11,4,0
8,142,3,9,0,194,17,8,0
6,549,3,15,2,146,17,23,0
8,544,4,5,8,145,3,5,0
12,505,1,14,8,72,19,2,0
17,378,2,19,4,354,13,22,0
4,108,5,16,5,192,13,12,0
12,326,2,13,5,44,0,21,0
3,132,5,8,9,157,10,14,1
1,329,5,13,3,16,8,10,0
15,504,2,6,0,78,17,15,0
8,466,3,11,4,52,4,14,0
8,531,4,19,0,2,9,23,0
5,529,1,16,0,232,14,5,0
10,324,1,17,4,61,9,13,0
21,551,1,6,4,132,15,10,0
23,488,2,16,6,52,3,19,0
21,29,2,8,1,297,3,9,0
0,569,3,10,5,180,7,15,0
3,139,1,18,1,31,5,11,0
12,302,3,6,9,155,10,6,0
22,141,1,6,4,121,12,6,0
12,365,2,6,3,51,18,23,0
12,63,4,7,9,95,10,17,0
1,396,4,9,4,176,1,14,0
8,274,4,13,1,11,2,5,0
23,224,4,10,7,12,14,18,0
7,469,5,19,7,355,12,7,0
6,467,1,19,5,45,9,19,0
3,52,4,16,2,290,4,14,0
17,595,5,18,3,205,10,3,0
2,287,5,13,0,219,13,17,0
5,139,5,14,8,328,19,12,0
11,359,3,19,9,256,14,21,0
11,553,3,18,4,248,12,21,0
20,115,5,17,7,21,2,0,0
7,10,4,9,2,41,8,7,0
21,593,1,15,3,278,7,18,0
21,441,2,10,3,277,14,16,0
0,315,3,14,7,195,0,9,0
3,536,4,16,8,71,1,0,0
20,62,4,12,2,270,8,0,0
10,529,2,7,6,335,16,20,0
2,339,2,6,8,73,8,4,0
12,567,4,7,1,308,0,0,0
24,334,2,18,3,199,7,20,0
16,123,4,13,2,76,4,22,0
21,156,2,19,7,275,10,20,0
21,175,2,10,3,283,5,19,0
9,388,4,14,8,146,16,12,0
20,148,5,16,0,13,17,8,0
11,308,4,8,0,363,17,15,0
14,285,1,14,3,129,4,7,0
20,187,2,7,2,230,4,13,0
9,363,3,17,2,85,18,16,0
13,163,2,6,9,162,12,3,0
12,210,1,19,1,51,6,6,0
4,124,3,18,9,215,13,16,0
5,563,3,8,9,1,7,23,1
23,77,4,13,1,123,2,15,0
1,454,5,8,7,288,3,13,0
21,454,4,17,0,200,9,15,0
16,335,3,16,7,183,3,1,0
3,368,3,9,9,216,17,23,0
13,154,5,19,2,240,11,14,0
9,284,2,12,1,349,19,10,0
2,518,5,6,8,68,19,12,0
24,188,4,16,4,319,14,3,0
2,486,2,15,4,82,12,23,0
14,423,4,18,5,142,11,0,0
5,162,5,7,3,41,7,14,1
16,113,2,10,6,239,8,11,0
11,84,5,16,6,3,19,20,1
21,137,1,11,8,94,8,8,0
19,577,3,8,5,59,16,6,0
23,354,2,18,0,228,0,2,0
10,540,3,19,8,18,5,15,0
24,168,1,5,9,239,6,3,0
3,547,2,11,8,360,8,22,0
5,435,3,16,4,74,9,13,0
0,32,3,13,6,332,3,21,0
19,56,2,5,0,169,15,12,0
22,534,3,18,3,264,11,19,0
15,153,3,5,9,160,8,18,0
14,594,2,5,3,337,2,1,0
16,598,3,14,4,169,8,9,0
7,428,3,11,5,206,16,18,0
11,94,4,15,3,357,13,14,0
21,425,4,13,5,9,4,6,0
20,491,1,7,9,346,0,14,0
9,465,4,12,6,304,0,16,0
14,306,4,13,2,115,2,23,0
8,121,1,7,8,152,8,15,0
1,239,3,16,7,87,5,16,0
4,105,3,16,0,95,8,15,0
5,387,4,7,1,231,3,17,0
6,165,1,19,1,186,19,16,0
20,430,3,5,9,114,18,3,0
24,114,5,6,8,274,4,1,0
0,339,2,11,8,29,4,16,0
22,448,2,7,8,203,13,16,0
6,141,2,11,0,2,9,1,0
19,391,4,9,6,78,15,21,0
24,147,2,14,2,324,5,1,0
11,279,2,12,8,231,19,14,0
15,559,5,9,7,98,13,15,0
15,405,3,7,2,117,17,10,0
10,566,5,13,0,110,8,1,0
20,473,4,19,8,167,6,7,0
3,459,2,11,9,297,17,20,0
12,340,3,9,0,337,9,23,0
6,262,2,11,2,87,1,11,0
3,294,2,15,5,22,12,13,0
14,283,4,14,5,210,5,13,0
18,29,2,13,9,305,8,23,0
8,248,1,9,3,272,19,11,0
10,279,3,11,1,324,7,1,0
7,427,3,15,9,278,9,13,0
0,319,1,13,5,139,15,22,0
22,40,4,5,9,341,14,11,1
24,113,2,8,4,232,12,23,0
23,195,2,5,5,233,17,8,0
7,137,3,12,6,80,5,7,0
12,219,4,7,8,55,19,19,0
21,423,4,6,6,291,8,15,0
3,290,4,18,3,34,17,9,0
7,262,2,8,9,329,6,6,0
2,28,4,15,4,333,4,14,0
8,145,1,7,5,252,10,8,0
1,232,5,15,8,125,12,3,0
1,12,4,9,4,11,2,22,0
12,245,5,19,4,317,0,5,0
14,474,2,17,6,122,3,11,0
22,237,4,12,1,35,18,14,0
11,508,3,14,2,69,17,18,0
3,530,2,12,1,313,5,21,0
7,148,1,15,9,139,9,23,0
8,285,1,11,9,12,6,1,0
22,300,5,12,1,125,11,18,0
4,62,5,17,2,299,7,23,0
23,119,3,17,5,147,12,19,0
19,13,3,9,4,77,17,19,0
17,56,1,14,4,68,13,1,0
10,103,4,14,1,206,10,14,0
14,569,1,15,1,236,9,11,0
21,222,1,16,0,59,5,0,0
8,445,3,15,2,258,12,22,0
16,517,5,17,6,254,9,13,0
11,214,3,10,4,243,11,3,0
6,390,3,12,6,277,0,21,0
9,82,3,19,8,220,17,23,0
24,525,1,17,5,225,12,10,0
24,85,4,5,1,101,3,6,0
9,86,1,10,0,342,5,12,0
12,419,2,10,0,122,17,13,0
18,115,3,19,9,218,4,6,0
10,560,3,15,8,75,17,21,0
12,485,2,17,5,331,4,10,0
20,284,3,9,5,237,6,19,0
7,97,3,8,3,339,8,19,0
7,86,3,5,1,240,2,10,0
3,86,2,15,9,165,11,20,0
14,451,1,14,2,334,19,8,0
10,549,3,15,2,157,13,3,0
10,254,4,12,7,211,7,1,0
0,587,2,10,5,277,11,1,0
16,391,5,7,6,216,6,8,0
14,579,2,16,8,218,8,18,0
19,151,1,7,0,233,11,14,0
5,377,2,16,1,12,3,20,0
23,93,5,10,8,83,4,20,0
21,152,4,16,4,113,8,17,0
24,361,5,19,3,271,6,15,0
14,554,2,11,0,195,13,1,0
8,161,5,12,8,141,19,11,0
13,167,2,9,8,124,16,0,0
17,455,4,14,3,141,0,1,0
16,312,4,10,8,208,14,13,0
17,459,1,16,9,115,14,6,0
4,233,4,5,0,206,0,16,0
19,52,3,10,4,288,14,14,0
19,273,5,13,0,355,1,16,0
8,12,5,14,3,343,3,8,0
10,277,2,8,4,149,16,12,0
23,25,4,18,2,210,15,1,0
21,343,1,18,1,112,17,14,0
0,473,1,14,5,142,15,19,0
17,68,1,17,2,24,7,10,0
5,186,3,5,9,49,5,18,0
1,72,4,18,0,288,19,13,0
14,570,1,15,4,331,1,3,0
20,316,3,13,1,11,18,10,0
13,255,5,8,1,188,12,15,0
4,298,2,6,3,68,5,22,0
5,341,4,5,3,90,5,1,0
5,536,4,7,3,110,12,1,0
21,264,5,11,6,164,0,8,0
17,519,4,15,0,206,8,21,0
13,472,4,14,7,32,11,22,0
9,208,4,6,9,327,11,20,0
13,280,4,19,8,74,3,20,0
12,567,3,13,9,251,18,3,0
2,73,3,16,5,355,15,7,0
5,239,2,17,3,21,11,22,0
7,258,4,15,5,296,0,17,0
11,255,5,6,9,298,3,14,1
12,596,1,9,6,328,8,1,0
10,166,2,12,5,302,6,21,0
11,573,1,17,0,338,9,10,0
0,97,1,17,4,73,12,16,0
16,322,4,16,7,41,7,6,0
15,75,5,14,7,94,19,7,0
10,29,1,12,9,132,9,9,0
12,42,1,7,8,99,9,23,0
17,567,2,6,3,53,7,2,0
10,82,5,13,9,229,19,12,1
11,352,5,7,5,128,14,22,0
5,142,1,12,6,212,0,16,0
8,64,5,6,4,285,14,12,0
15,70,2,7,7,279,16,18,0
3,529,2,5,2,341,12,21,0
2,281,2,18,7,159,11,8,0
15,255,4,15,4,352,2,20,0
23,185,1,10,0,233,18,15,0
24,326,5,17,5,71,4,4,0
11,140,2,11,1,205,2,8,0
10,111,1,8,6,189,4,8,0
4,319,1,5,8,151,8,5,0
24,301,4,7,2,8,5,20,0
17,504,5,13,9,332,15,9,1
18,370,5,9,3,100,9,17,0
22,347,2,10,3,16,15,10,0
22,588,2,8,3,154,2,23,0
5,19,1,5,2,157,17,23,0
21,58,5,18,4,93,10,14,0
17,496,5,9,8,262,18,6,0
5,330,2,9,7,37,14,13,0
3,578,3,9,9,161,10,7,0
11,142,1,19,1,351,9,18,0
18,592,5,10,8,174,8,14,0
1,92,4,15,9,317,2,18,0
16,66,4,6,1,18,8,17,0
10,385,3,5,6,351,17,16,0
10,358,2,19,4,16,11,2,0
20,280,2,6,6,360,15,2,0
15,492,2,17,4,270,3,6,0
1,120,4,14,5,359,0,9,0
1,85,2,10,7,68,12,16,0
22,167,4,9,0,30,7,14,0
7,541,3,19,0,316,5,7,0
12,338,1,9,4,309,7,16,0
9,131,5,16,0,225,18,2,1
7,50,3,16,2,164,11,3,0
3,176,4,19,9,320,0,7,0
14,32,3,10,8,14,3,12,0
0,288,5,18,6,279,12,0,0
10,478,1,14,5,156,16,17,0
6,409,5,11,7,122,18,10,0
16,18,4,13,7,263,18,20,0
19,22,5,11,5,170,4,5,0
23,61,3,6,3,10,10,15,0
17,218,2,10,3,172,6,20,0
21,559,3,13,3,358,2,18,0
21,411,4,11,5,13,10,22,0
11,200,1,6,0,213,16,16,0
8,60,5,7,1,161,10,17,0
4,402,1,12,5,232,14,10,0
9,309,4,15,0,160,18,13,0
3,205,5,13,8,127,7,11,0
4,426,3,8,5,48,15,19,0
9,429,3,13,6,261,14,23,0
10,531,4,6,0,61,2,6,0
20,365,5,17,7,122,5,16,0
23,157,3,15,4,90,2,4,0
9,374,4,9,4,359,4,21,0
7,373,4,15,5,255,0,13,0
1,411,1,6,6,90,13,23,0
22,501,3,15,6,3,11,12,0
7,238,5,5,4,280,12,23,0
15,584,3,17,0,117,13,11,0
21,546,3,18,8,98,11,13,0
4,277,3,9,5,162,12,8,0
24,414,4,6,8,340,5,3,0
2,20,2,18,3,298,14,21,0
11,329,2,17,1,297,15,18,0
12,135,1,11,2,82,8,0,0
12,315,3,12,3,358,7,12,0
9,520,2,6,9,148,4,5,0
3,98,1,11,7,6,14,0,0
8,364,4,8,2,185,6,21,0
21,361,3,5,7,252,16,16,0
23,23,5,15,5,25,15,2,1
22,266,4,19,3,41,10,16,0
1,218,1,7,6,169,6,1,0
18,290,4,15,4,3,10,21,0
0,452,5,16,4,364,1,6,0
24,398,4,5,8,171,1,0,0
6,492,1,9,2,57,5,20,0
16,156,5,19,9,83,2,21,1
2,288,5,17,3,330,0,14,0
19,530,4,12,4,179,19,3,0
19,443,5,5,0,133,15,5,0
20,153,4,18,6,86,13,20,0
2,298,3,13,7,353,16,12,0
2,395,5,7,5,271,17,22,0
16,23,4,9,8,344,3,12,0
6,266,3,13,2,94,2,19,0
13,355,5,9,1,356,7,0,0
16,354,3,13,4,250,3,1,0
17,409,5,14,8,295,14,5,0
12,216,1,12,0,198,12,10,0
19,181,1,11,0,79,13,17,0
19,473,4,15,9,166,13,12,0
20,279,2,5,2,39,4,20,0
17,230,1,8,9,308,4,11,0
3,161,2,13,2,214,12,19,0
0,192,3,14,4,131,3,6,0
17,408,3,12,3,157,17,19,0
0,81,2,8,5,159,5,6,0
12,427,4,16,7,322,4,23,0
19,292,5,5,7,227,2,6,0
19,83,2,14,3,45,19,1,0
22,364,2,8,0,201,2,10,0
9,506,2,19,6,22,2,0,0
10,337,2,7,5,339,19,20,0
8,544,2,10,4,242,1,12,0
8,589,4,15,3,229,19,11,0
4,456,1,9,5,238,17,12,0
0,382,5,9,7,149,9,6,0
16,371,1,6,5,273,6,11,0
21,102,2,16,2,67,19,16,0
1,330,1,7,8,7,13,7,0
23,333,4,15,2,233,9,2,0
12,393,3,10,3,357,19,6,0
8,584,1,6,4,292,15,18,0
3,355,5,19,1,256,5,19,0
4,112,4,8,9,67,16,7,0
10,224,3,6,9,250,5,13,0
23,201,4,13,1,77,17,13,0
18,203,2,7,5,87,9,1,0
20,389,3,14,1,252,9,5,0
2,412,5,14,9,222,8,15,1
11,20,3,10,0,72,14,8,0
18,196,5,19,7,202,10,20,0
18,24,2,5,9,59,6,14,0
12,306,5,17,9,276,17,18,1
6,420,4,15,0,221,1,14,0
14,594,1,18,9,157,1,21,0
22,61,4,19,5,181,12,11,0
6,37,4,19,0,213,10,8,0
7,586,3,14,7,129,18,15,0
4,26,2,7,4,243,19,5,0
20,360,1,12,2,172,0,19,0
13,437,5,9,4,270,16,14,0
3,238,3,12,0,163,19,12,0
22,219,2,19,0,24,17,20,0
9,440,1,6,3,193,7,22,0
19,303,4,11,8,294,12,9,0
14,591,2,13,8,129,3,13,0
17,113,2,11,0,41,18,2,0
19,213,2,7,2,31,2,11,0
12,62,4,11,3,36,5,0,0
7,384,5,19,1,361,5,23,0
8,63,3,12,6,253,5,20,0
15,285,5,18,2,215,7,15,0
18,344,1,5,0,287,16,9,0
15,40,3,17,0,256,9,8,0
6,144,1,17,2,186,4,17,0
13,67,4,7,5,61,18,0,0
13,114,5,9,3,262,10,9,0
24,275,2,16,0,276,9,6,0
3,531,3,10,6,111,2,9,0
14,505,2,7,1,317,9,11,0
2,262,1,19,4,141,1,10,0
4,304,2,8,7,233,8,8,0
0,167,2,9,6,23,4,4,0
2,558,4,19,7,79,16,3,0
14,76,4,7,9,31,5,19,0
23,308,5,8,5,4,10,12,1
7,472,1,9,6,118,4,7,0
3,110,4,6,8,66,6,15,0
1,65,4,14,5,287,6,0,0
23,341,5,13,8,176,3,16,0
23,402,3,14,1,123,9,14,0
9,390,5,12,1,231,17,23,0
3,101,2,16,1,43,0,14,0
2,456,2,10,5,4,13,17,0
1,118,4,14,1,190,5,5,0
24,326,4,15,2,304,10,1,0
16,177,5,7,7,250,13,4,0
22,444,5,15,7,144,19,18,0
20,451,1,6,3,345,2,6,0
23,227,2,11,8,333,15,8,0
19,231,5,12,7,158,15,1,0
22,537,3,14,0,65,6,6,0
12,287,1,5,7,325,7,23,0
4,578,5,18,0,270,3,13,0
20,583,4,19,3,75,11,23,0
8,475,5,10,9,29,11,22,1
24,593,4,11,5,335,9,14,0
24,39,4,19,6,238,11,11,0
21,368,2,17,9,153,10,19,0
5,297,2,13,3,94,10,3,0
4,95,5,16,7,237,14,12,0
24,243,5,7,7,322,5,8,0
9,322,3,6,8,115,10,11,0
7,374,1,9,5,296,1,9,0
6,278,1,17,3,219,8,8,0
6,140,5,19,1,246,10,20,0
5,360,2,14,6,32,15,22,0
20,189,3,5,9,20,12,6,0
19,489,1,17,2,53,12,11,0
2,172,5,10,2,206,17,15,0
18,105,2,13,2,219,0,14,0
21,519,2,14,3,195,19,6,0
14,374,2,19,1,305,9,7,0
3,362,4,13,4,195,18,6,0
11,445,2,11,2,345,16,10,0
5,92,5,18,9,82,0,3,1
18,234,3,15,4,1,0,17,0
3,421,5,11,6,167,16,18,0
14,127,2,19,8,317,14,6,0
8,491,3,12,1,183,1,12,0
4,201,1,14,8,350,10,8,0
12,599,1,18,9,273,1,17,0
22,116,5,6,5,157,19,6,0
17,391,3,18,5,362,8,19,0
4,399,5,10,2,201,18,15,0
24,253,3,9,9,192,1,22,0
15,594,3,9,8,341,15,4,0
18,477,5,17,3,299,19,6,0
13,547,3,7,4,76,8,5,0
24,219,2,7,2,140,19,1,0
15,82,3,10,4,306,3,6,0
14,318,3,16,7,196,12,20,0
21,599,5,14,7,61,14,8,0
3,195,1,17,7,360,19,12,0
6,262,4,14,5,307,1,16,0
15,22,3,11,0,333,19,16,0
23,308,4,18,9,354,17,14,0
21,85,3,5,5,83,8,17,0
20,60,5,18,9,334,19,23,1
21,158,5,7,6,5,0,14,1
20,131,3,16,8,219,2,10,0
7,220,5,5,7,254,16,11,0
16,289,5,14,7,88,10,22,0
15,547,3,7,6,209,7,16,0
22,165,1,9,1,180,11,11,0
9,247,3,13,0,208,10,6,0
9,385,1,7,1,273,12,23,0
1,91,5,14,5,65,14,6,0
8,501,1,18,1,21,19,20,0
16,365,5,14,9,177,16,22,1
10,282,1,13,3,363,11,9,0
9,589,1,5,9,22,18,15,0
21,53,3,10,2,325,19,10,0
24,582,1,13,5,36,10,15,0
16,132,5,16,7,250,9,1,0
3,358,3,9,5,149,16,1,0
15,339,1,15,1,73,12,17,0
19,418,3,18,4,91,15,4,0
14,332,4,14,5,176,19,13,0
24,120,3,6,8,126,19,7,0
20,98,4,9,5,204,16,5,0
4,442,4,5,9,246,4,8,0
5,108,3,13,4,99,8,5,0
16,548,5,14,0,271,3,20,0
0,155,5,17,9,44,8,16,1
24,266,5,14,4,222,15,7,0
18,198,2,13,4,97,6,2,0
3,249,4,10,5,36,13,11,0
16,512,3,15,6,168,13,12,0
8,280,5,13,3,30,6,17,0
23,529,5,18,6,282,15,22,0
1,559,3,7,4,85,17,10,0
7,123,4,19,5,357,5,1,0
14,348,3,8,3,121,6,13,0
6,577,2,17,7,287,18,0,0
5,368,2,10,8,248,7,14,0
0,343,3,8,1,184,0,17,0
14,178,4,5,3,253,16,21,0
22,348,5,11,7,273,18,17,0
6,270,2,9,7,209,6,16,0
24,208,2,18,8,354,17,0,0
16,220,4,19,2,24,5,13,0
1,296,2,12,0,122,5,19,0
8,481,2,13,8,225,0,23,0
8,491,4,9,0,123,9,21,0
12,32,3,12,2,294,7,15,0
5,569,5,17,2,173,6,3,0
5,118,5,5,8,143,8,21,0
19,305,2,5,0,169,0,5,0
19,15,5,11,6,57,10,15,0
20,559,3,19,1,42,2,19,0
2,212,2,10,6,309,17,5,0
16,334,5,9,0,119,5,14,0
16,253,1,18,9,121,10,0,0
11,336,1,19,9,312,4,6,0
15,56,1,9,7,251,19,22,0
14,22,1,18,9,343,3,10,0
12,389,1,13,9,332,7,0,0
22,374,2,5,1,341,9,7,0
0,351,4,12,2,341,2,13,0
16,230,4,6,7,337,12,4,0
2,82,2,11,2,182,16,12,0
14,55,2,10,0,165,4,14,0
3,513,3,14,8,264,7,8,0
3,283,4,6,7,210,18,7,0
17,564,1,16,3,11,17,18,0
16,217,2,17,7,182,0,16,0
18,133,1,7,4,251,3,18,0
10,19,4,8,2,138,17,17,0
19,338,5,11,0,218,13,17,0
2,196,5,12,9,239,10,3,1
7,552,2,17,4,337,8,1,0
13,69,3,15,5,87,12,23,0
0,451,1,6,3,298,16,4,0
13,226,2,12,6,293,14,16,0
1,11,3,15,2,92,1,21,0
22,545,1,13,6,208,5,6,0
3,365,4,11,0,204,6,15,0
23,174,5,5,6,186,1,0,0
18,100,3,10,0,85,12,11,0
